"ResponseId","targetID","ownRating","age","gender","issue","issue_pos","StartDate","EndDate","political","policing_att","assault_att","target","otherRating"
"R_1lyseIIqMxkpCjc","R_2xGdBoQNyPpu9Sl",4.61111111111111,27,1,"blm",3,"2019-05-09 08:11:55","2019-05-09 08:22:52",4,3,5,1,3.56481481481481
"R_1lyseIIqMxkpCjc","R_PHQtUZ7yb82m5xv",3.61111111111111,27,1,"blm",3,"2019-05-09 08:11:55","2019-05-09 08:22:52",4,3,5,2,3.71111111111111
"R_1lzqwAxYye5BEGb","R_tYA9eyodGZHhSVP",2.61111111111111,28,1,"blm",2,"2019-05-10 15:56:44","2019-05-10 16:06:16",1,2,3,1,3.37962962962963
"R_1lzqwAxYye5BEGb","R_x9E6QOpriLrU3Kx",5.38888888888889,28,1,"blm",2,"2019-05-10 15:56:44","2019-05-10 16:06:16",1,2,3,2,4.75925925925926
"R_1mC2pWEmyPlsagv","R_22s4wjOt4ZnhZmq",2.83333333333333,42,2,"blm",1,"2019-05-10 12:57:22","2019-05-10 13:02:30",1,1,2,1,4.71296296296296
"R_1mC2pWEmyPlsagv","R_4GB1rmtPASyxXHP",3.38888888888889,42,2,"blm",1,"2019-05-10 12:57:22","2019-05-10 13:02:30",1,1,2,2,3.40740740740741
"R_1mCV2biHMUTJH07","R_1pWkuXtBcI6Hsbh",5.66666666666667,32,1,"sa",2,"2019-05-10 12:51:12","2019-05-10 13:09:27",2,1,2,1,5.05555555555556
"R_1mCV2biHMUTJH07","R_2TuzoFD5YQ5awat",5.16666666666667,32,1,"sa",2,"2019-05-10 12:51:12","2019-05-10 13:09:27",2,1,2,2,3.66666666666667
"R_1mDU7GjVs11Cv2j","R_2BboQbbjxXDYRQW",5.94444444444444,50,2,"blm",2,"2019-05-10 16:00:53","2019-05-10 16:13:02",7,2,3,1,5.64814814814815
"R_1mDU7GjVs11Cv2j","R_z72FcmeZJYsB3XP",3.44444444444444,50,2,"blm",2,"2019-05-10 16:00:53","2019-05-10 16:13:02",7,2,3,2,4.53703703703704
"R_1mf4KKnWe0u6B77","R_1gbYCKjSlqpUO8m",4,27,1,"blm",2,"2019-05-10 13:01:35","2019-05-10 13:10:18",4,2,5,1,4.12222222222222
"R_1mf4KKnWe0u6B77","R_ptSFt3vtJrLMzBf",5.55555555555556,27,1,"blm",2,"2019-05-10 13:01:35","2019-05-10 13:10:18",4,2,5,2,4.22222222222222
"R_1mgcskIPQyDGJw4","R_2dmzuikFtZ1NyyW",2.38888888888889,39,1,"blm",6,"2019-05-09 08:23:29","2019-05-09 08:32:21",5,6,2,1,3.30555555555556
"R_1mgcskIPQyDGJw4","R_3IS7zetpQjpbShu",2.61111111111111,39,1,"blm",6,"2019-05-09 08:23:29","2019-05-09 08:32:21",5,6,2,2,4.5
"R_1mI7dB9Mw3gytQQ","R_1FFLGh3P37oJ9wp",3.38888888888889,27,1,"sa",3,"2019-05-09 09:02:59","2019-05-09 09:11:35",6,3,3,1,4.52777777777778
"R_1mI7dB9Mw3gytQQ","R_2e5xXexczfv76KB",1.94444444444444,27,1,"sa",3,"2019-05-09 09:02:59","2019-05-09 09:11:35",6,3,3,2,3
"R_1MKEjsigg1Cxexv","R_0c5U50lYF4JTfq1",6.05555555555556,32,1,"blm",1,"2019-05-09 09:30:10","2019-05-09 09:43:37",6,1,7,1,5.58333333333333
"R_1MKEjsigg1Cxexv","R_25ygGPuocGM5edZ",6.27777777777778,32,1,"blm",1,"2019-05-09 09:30:10","2019-05-09 09:43:37",6,1,7,2,4.88888888888889
"R_1MM10PV17osuxZz","R_1drVBqN5xJ9ZOvx",4.66666666666667,26,1,"blm",5,"2019-05-09 08:11:12","2019-05-09 08:17:41",6,5,6,1,3.77777777777778
"R_1MM10PV17osuxZz","R_TpvxwRmrdX8YBUZ",2.33333333333333,26,1,"blm",5,"2019-05-09 08:11:12","2019-05-09 08:17:41",6,5,6,2,3.44444444444444
"R_1mnsbveyf9m8GPm","R_2QKh6nbhGQycq72",5.5,27,1,"blm",1,"2019-05-09 08:07:12","2019-05-09 08:14:33",4,1,7,1,4.63333333333333
"R_1mnsbveyf9m8GPm","R_3OdnquqC447NkvX",5,27,1,"blm",1,"2019-05-09 08:07:12","2019-05-09 08:14:33",4,1,7,2,4.42222222222222
"R_1mOB6OWqcVw6X5T","R_3iwoNU76VCBg2iA",4.44444444444444,25,2,"sa",3,"2019-05-09 09:39:36","2019-05-09 09:59:55",7,5,3,1,4.05555555555556
"R_1mOB6OWqcVw6X5T","R_3siQw1kJh6yqCko",6.22222222222222,25,2,"sa",3,"2019-05-09 09:39:36","2019-05-09 09:59:55",7,5,3,2,6.5
"R_1mQlNkLTMTFlXTa","R_1GxDUxbbOdikypf",5.11111111111111,23,2,"blm",1,"2019-05-10 13:13:02","2019-05-10 13:29:27",1,1,7,1,5.61111111111111
"R_1mQlNkLTMTFlXTa","R_6Frzw3TqIIkSDUB",2.88888888888889,23,2,"blm",1,"2019-05-10 13:13:02","2019-05-10 13:29:27",1,1,7,2,4.39814814814815
"R_1mR9JW3tpbiESxk","R_2aJi0Y6ZRKgnQLj",5.66666666666667,22,2,"sa",7,"2019-05-09 10:23:32","2019-05-09 10:29:45",1,4,7,1,4.62222222222222
"R_1mR9JW3tpbiESxk","R_b4alkeHoM4UD0Q1",6.55555555555556,22,2,"sa",7,"2019-05-09 10:23:32","2019-05-09 10:29:45",1,4,7,2,5.03703703703704
"R_1mrftL9gUBmhjc0","R_1f1Q5Wq3eswJe3V",5,28,1,"blm",5,"2019-05-09 09:41:56","2019-05-09 09:47:54",2,5,7,1,4.74074074074074
"R_1mrftL9gUBmhjc0","R_3nO8jkZ8QqsauCt",4.77777777777778,28,1,"blm",5,"2019-05-09 09:41:56","2019-05-09 09:47:54",2,5,7,2,5.72222222222222
"R_1mrPZbSREjValx5","R_2s1qnAUjaPLmgzc",6.38888888888889,33,2,"sa",5,"2019-05-10 13:22:00","2019-05-10 13:34:26",2,6,5,1,5.53703703703704
"R_1mrPZbSREjValx5","R_p3qnHR4ICziMg5H",6.88888888888889,33,2,"sa",5,"2019-05-10 13:22:00","2019-05-10 13:34:26",2,6,5,2,6.5462962962963
"R_1MTgi4c02xKeH6W","R_3JCteslwxT9UgcR",5.11111111111111,32,1,"sa",5,"2019-05-10 12:51:20","2019-05-10 13:03:59",1,4,5,1,4.35555555555556
"R_1MTgi4c02xKeH6W","R_reYxbbz6XLCLE41",3.94444444444444,32,1,"sa",5,"2019-05-10 12:51:20","2019-05-10 13:03:59",1,4,5,2,4
"R_1mtjzD6xIEJ07E6","R_1g5hACO9ofiixgP",3.44444444444444,19,2,"sa",5,"2019-05-10 13:01:25","2019-05-10 13:10:13",7,6,5,1,5.12037037037037
"R_1mtjzD6xIEJ07E6","R_VKh5APHzDf8d6Ex",4.27777777777778,19,2,"sa",5,"2019-05-10 13:01:25","2019-05-10 13:10:13",7,6,5,2,4.21296296296296
"R_1MWjiiLoeHwcZga","R_40Z1ljr87CeEQgh",4.94444444444444,44,1,"blm",1,"2019-05-09 08:14:06","2019-05-09 08:33:22",2,1,5,1,3.62037037037037
"R_1MWjiiLoeHwcZga","R_6Frzw3TqIIkSDUB",4.88888888888889,44,1,"blm",1,"2019-05-09 08:14:06","2019-05-09 08:33:22",2,1,5,2,4.06481481481481
"R_1myH1h4lpoYiFCF","R_2YSpnD5zS6WdRCm",2.05555555555556,57,1,"blm",2,"2019-05-09 08:45:22","2019-05-09 08:57:27",3,2,2,1,2.4537037037037
"R_1myH1h4lpoYiFCF","R_3ql3fD7QvvP3QCm",2.83333333333333,57,1,"blm",2,"2019-05-09 08:45:22","2019-05-09 08:57:27",3,2,2,2,4.40740740740741
"R_1N3pwKX3sgx3izh","R_20ShwYmmvxJYiO5",3.11111111111111,2,2,"sa",6,"2019-05-10 13:07:01","2019-05-10 13:10:37",6,7,6,1,2.71111111111111
"R_1N3pwKX3sgx3izh","R_2TToT8xb3mgpNeF",3,2,2,"sa",6,"2019-05-10 13:07:01","2019-05-10 13:10:37",6,7,6,2,5.0462962962963
"R_1NE5lp1m1X3TEYC","R_1jlW9nQ4GDcSkzI",5.16666666666667,30,2,"sa",5,"2019-05-09 08:35:10","2019-05-09 08:43:59",4,5,5,1,5.14814814814815
"R_1NE5lp1m1X3TEYC","R_cAuX103iXomdkhX",4.33333333333333,30,2,"sa",5,"2019-05-09 08:35:10","2019-05-09 08:43:59",4,5,5,2,4.16666666666667
"R_1NE6C12MUSEY088","R_25Ml71alXEGv4rb",5.77777777777778,29,1,"sa",1,"2019-05-10 18:01:28","2019-05-10 18:11:18",6,7,1,1,6.25925925925926
"R_1NE6C12MUSEY088","R_32WaK8ceq3irwM5",6.16666666666667,29,1,"sa",1,"2019-05-10 18:01:28","2019-05-10 18:11:18",6,7,1,2,6.38888888888889
"R_1NemZANOLy1gzqW","R_1Ca5vEtpAiotShH",4.55555555555556,31,1,"sa",2,"2019-05-10 13:00:02","2019-05-10 13:09:52",5,7,2,1,6.38888888888889
"R_1NemZANOLy1gzqW","R_3FUqGZVSwmP48Tm",3.55555555555556,31,1,"sa",2,"2019-05-10 13:00:02","2019-05-10 13:09:52",5,7,2,2,2.33333333333333
"R_1nNryeUKyJDL3HD","R_3iwoNU76VCBg2iA",2.44444444444444,66,2,"sa",1,"2019-05-10 14:21:56","2019-05-10 14:29:01",6,7,1,1,5.05555555555556
"R_1nNryeUKyJDL3HD","R_yPj7f4Ygl0PKCs1",5.83333333333333,66,2,"sa",1,"2019-05-10 14:21:56","2019-05-10 14:29:01",6,7,1,2,4.5
"R_1nNtdhYJzrmeVUN","R_1g5hACO9ofiixgP",5.11111111111111,33,1,"sa",7,"2019-05-09 08:59:46","2019-05-09 09:09:27",3,2,7,1,4.84259259259259
"R_1nNtdhYJzrmeVUN","R_1rqCRJe0II3DAvc",3.83333333333333,33,1,"sa",7,"2019-05-09 08:59:46","2019-05-09 09:09:27",3,2,7,2,4.38888888888889
"R_1nPiRI1stHJQxtk","R_1JEMhnSfLGru7ib",5.83333333333333,23,1,"sa",6,"2019-05-09 09:00:22","2019-05-09 09:09:52",2,1,6,1,5.64814814814815
"R_1nPiRI1stHJQxtk","R_2vZV38cRjPDNiOM",3.66666666666667,23,1,"sa",6,"2019-05-09 09:00:22","2019-05-09 09:09:52",2,1,6,2,4.10185185185185
"R_1Nqzmmv9ZNapB51","R_1gSdzvX2U6Eb6os",3.77777777777778,27,1,"sa",3,"2019-05-10 14:41:23","2019-05-10 14:51:13",3,3,3,1,3.44444444444444
"R_1Nqzmmv9ZNapB51","R_33jLlMOxNBBu6JV",6.11111111111111,27,1,"sa",3,"2019-05-10 14:41:23","2019-05-10 14:51:13",3,3,3,2,5.01851851851852
"R_1Nsvz1Eqo1PvXWH","R_1QLwC7l9FWOiotw",5.77777777777778,36,2,"sa",7,"2019-05-10 12:49:38","2019-05-10 13:00:22",2,5,7,1,4.47222222222222
"R_1Nsvz1Eqo1PvXWH","R_1rqCRJe0II3DAvc",5.33333333333333,36,2,"sa",7,"2019-05-10 12:49:38","2019-05-10 13:00:22",2,5,7,2,4.13888888888889
"R_1nUZo6zvHD7FQUO","R_1igG270Bb2rXMph",3.44444444444444,23,2,"blm",2,"2019-05-10 15:06:15","2019-05-10 15:13:02",2,2,6,1,3.68518518518519
"R_1nUZo6zvHD7FQUO","R_x5iZzpzf13n1oOt",6.55555555555556,23,2,"blm",2,"2019-05-10 15:06:15","2019-05-10 15:13:02",2,2,6,2,5.78703703703704
"R_1NyqQowICXTrnsJ","R_d73Rxu9VKmUoe0F",3.11111111111111,24,2,"blm",3,"2019-05-09 08:24:53","2019-05-09 08:34:59",3,3,5,1,3.36666666666667
"R_1NyqQowICXTrnsJ","R_x5iZzpzf13n1oOt",5.83333333333333,24,2,"blm",3,"2019-05-09 08:24:53","2019-05-09 08:34:59",3,3,5,2,5.90740740740741
"R_1nZW8K9a4QwcxGF","R_1g5hACO9ofiixgP",5.83333333333333,34,2,"sa",5,"2019-05-09 08:16:06","2019-05-09 08:25:17",2,1,5,1,4.72222222222222
"R_1nZW8K9a4QwcxGF","R_ue74dK4E7UexI0p",5.66666666666667,34,2,"sa",5,"2019-05-09 08:16:06","2019-05-09 08:25:17",2,1,5,2,4.99074074074074
"R_1o6hx4G34cAwyrH","R_2cAPOUhZSSpw2Pp",6.66666666666667,33,1,"blm",1,"2019-05-09 10:38:05","2019-05-09 10:46:01",3,1,5,1,5.4537037037037
"R_1o6hx4G34cAwyrH","R_AKwS3K4H3sK37Ed",6.5,33,1,"blm",1,"2019-05-09 10:38:05","2019-05-09 10:46:01",3,1,5,2,5.34444444444444
"R_1o6mU6KeHIaK2LD","R_3IS7zetpQjpbShu",3.33333333333333,38,2,"blm",6,"2019-05-09 09:05:40","2019-05-09 09:14:51",5,6,2,1,4.25925925925926
"R_1o6mU6KeHIaK2LD","R_OKj5v8wHo1GdF4J",3.05555555555556,38,2,"blm",6,"2019-05-09 09:05:40","2019-05-09 09:14:51",5,6,2,2,5.01851851851852
"R_1oA2WLXrYhJ1ujq","R_1gClHGyu16E0KIt",2.55555555555556,42,1,"blm",6,"2019-05-09 08:12:54","2019-05-09 08:20:44",3,6,7,1,2.58333333333333
"R_1oA2WLXrYhJ1ujq","R_1QcNexpHhoSFysI",6.44444444444444,42,1,"blm",6,"2019-05-09 08:12:54","2019-05-09 08:20:44",3,6,7,2,6.11111111111111
"R_1ob7XpP06U0XUb9","R_3k0u79v3hyF0nDQ",3.11111111111111,30,2,"sa",6,"2019-05-09 08:43:06","2019-05-09 08:46:40",2,5,6,1,4.91666666666667
"R_1ob7XpP06U0XUb9","R_eR1pL0TDq5JjSJb",4.05555555555556,30,2,"sa",6,"2019-05-09 08:43:06","2019-05-09 08:46:40",2,5,6,2,4.58333333333333
"R_1obWucJVt4nE00S","R_3p59hc24jpYa1ad",5.83333333333333,24,2,"blm",1,"2019-05-09 08:08:56","2019-05-09 08:16:04",1,1,7,1,5.03703703703704
"R_1obWucJVt4nE00S","R_54piCXdlRqAR7K9",4.61111111111111,24,2,"blm",1,"2019-05-09 08:08:56","2019-05-09 08:16:04",1,1,7,2,5.2
"R_1odsvbpbwsy1KaM","R_1gClHGyu16E0KIt",1.88888888888889,59,2,"blm",6,"2019-05-10 12:51:52","2019-05-10 13:02:35",6,6,5,1,2.91666666666667
"R_1odsvbpbwsy1KaM","R_2wRfYFn9do0xdWh",6.05555555555556,59,2,"blm",6,"2019-05-10 12:51:52","2019-05-10 13:02:35",6,6,5,2,4.94444444444444
"R_1oHBFBNZA6mFYif","R_2wRfYFn9do0xdWh",3.94444444444444,34,2,"blm",6,"2019-05-09 09:24:03","2019-05-09 09:29:45",2,6,4,1,6
"R_1oHBFBNZA6mFYif","R_2xXffBoZFpOE4bG",3.88888888888889,34,2,"blm",6,"2019-05-09 09:24:03","2019-05-09 09:29:45",2,6,4,2,5.40740740740741
"R_1ohYbEkRv166LsR","R_06tt2MQ9Bx5XHj3",3.66666666666667,24,1,"blm",5,"2019-05-10 13:09:16","2019-05-10 13:11:17",6,5,6,1,2.40740740740741
"R_1ohYbEkRv166LsR","R_TpvxwRmrdX8YBUZ",3.77777777777778,24,1,"blm",5,"2019-05-10 13:09:16","2019-05-10 13:11:17",6,5,6,2,2.96296296296296
"R_1OJpT5Njt7TfjK3","R_9ER1XJOiKYH5kTT",6.83333333333333,60,2,"sa",3,"2019-05-10 13:01:10","2019-05-10 13:13:04",5,6,3,1,4.75
"R_1OJpT5Njt7TfjK3","R_AujzZ30pT8wrqLL",6.11111111111111,60,2,"sa",3,"2019-05-10 13:01:10","2019-05-10 13:13:04",5,6,3,2,6.91666666666667
"R_1OK1zyHCvb3HC4g","R_1GxDUxbbOdikypf",5.16666666666667,33,2,"blm",3,"2019-05-09 08:15:31","2019-05-09 08:32:10",2,3,3,1,5.60185185185185
"R_1OK1zyHCvb3HC4g","R_1r396E749ieZ3U2",3.61111111111111,33,2,"blm",3,"2019-05-09 08:15:31","2019-05-09 08:32:10",2,3,3,2,3.52777777777778
"R_1ok90FjLrSYDvlc","R_1gbYCKjSlqpUO8m",4.44444444444444,37,2,"blm",3,"2019-05-09 09:16:38","2019-05-09 09:23:18",4,3,5,1,4.03333333333333
"R_1ok90FjLrSYDvlc","R_2eOHNoEI2R7FzEg",5,37,2,"blm",3,"2019-05-09 09:16:38","2019-05-09 09:23:18",4,3,5,2,6.43518518518519
"R_1onyOEvG45skGPs","R_1j9XfozHzHn5va2",5.16666666666667,52,2,"blm",2,"2019-05-09 09:13:20","2019-05-09 09:27:21",1,2,7,1,4.5462962962963
"R_1onyOEvG45skGPs","R_PHQtUZ7yb82m5xv",5.5,52,2,"blm",2,"2019-05-09 09:13:20","2019-05-09 09:27:21",1,2,7,2,3.33333333333333
"R_1OOkjJEfMKP3qHK","R_22s4wjOt4ZnhZmq",6.22222222222222,25,1,"blm",1,"2019-05-10 13:01:23","2019-05-10 13:10:53",3,1,7,1,4.14814814814815
"R_1OOkjJEfMKP3qHK","R_x9E6QOpriLrU3Kx",5.55555555555556,25,1,"blm",1,"2019-05-10 13:01:23","2019-05-10 13:10:53",3,1,7,2,4.73148148148148
"R_1OTXCjnOJCGNUGQ","R_2VqNV3hhkxBO26r",5.94444444444444,41,2,"blm",1,"2019-05-09 08:04:29","2019-05-09 08:10:09",1,1,6,1,5.27777777777778
"R_1OTXCjnOJCGNUGQ","R_tYA9eyodGZHhSVP",3.88888888888889,41,2,"blm",1,"2019-05-09 08:04:29","2019-05-09 08:10:09",1,1,6,2,3.16666666666667
"R_1ou9D6D7vlcTaTF","R_3k090LetCjexkov",5.33333333333333,42,2,"sa",6,"2019-05-09 08:20:31","2019-05-09 08:24:22",1,7,6,1,4.62222222222222
"R_1ou9D6D7vlcTaTF","R_3RmSQ8EgBBgcN2m",3.94444444444444,42,2,"sa",6,"2019-05-09 08:20:31","2019-05-09 08:24:22",1,7,6,2,5.93518518518519
"R_1OW5H4wtopD4Xc1","R_3RmSQ8EgBBgcN2m",4.66666666666667,28,2,"sa",6,"2019-05-09 10:13:35","2019-05-09 10:22:23",6,4,6,1,5.81481481481481
"R_1OW5H4wtopD4Xc1","R_Rsg27BbvbGT1QOd",5.77777777777778,28,2,"sa",6,"2019-05-09 10:13:35","2019-05-09 10:22:23",6,4,6,2,4.22222222222222
"R_1OwWELjhHuOxFm6","R_1f1Q5Wq3eswJe3V",3.27777777777778,26,1,"blm",5,"2019-05-10 14:38:38","2019-05-10 14:45:23",2,5,3,1,5.31481481481481
"R_1OwWELjhHuOxFm6","R_5b5iyY6qhDC7MWd",3.83333333333333,26,1,"blm",5,"2019-05-10 14:38:38","2019-05-10 14:45:23",2,5,3,2,4.48148148148148
"R_1OxyZHmErVRA36s","R_1mx6mNRMstmJsCC",5.66666666666667,66,2,"sa",3,"2019-05-10 14:45:09","2019-05-10 14:53:20",2,2,3,1,5.02777777777778
"R_1OxyZHmErVRA36s","R_3FKbBHTJTrjbRyV",6.33333333333333,66,2,"sa",3,"2019-05-10 14:45:09","2019-05-10 14:53:20",2,2,3,2,4.11111111111111
"R_1OYP3CioWv5SmL7","R_1hFRB4BqJdWEV70",5.88888888888889,28,2,"sa",5,"2019-05-09 10:30:26","2019-05-09 10:40:13",2,2,5,1,4.75
"R_1OYP3CioWv5SmL7","R_VKh5APHzDf8d6Ex",4.16666666666667,28,2,"sa",5,"2019-05-09 10:30:26","2019-05-09 10:40:13",2,2,5,2,4.23148148148148
"R_1P5A2lxOf1cMVlv","R_1dvqBeht7KbiXwN",1.5,30,1,"sa",5,"2019-05-10 12:57:17","2019-05-10 13:06:35",2,1,5,1,3.62037037037037
"R_1P5A2lxOf1cMVlv","R_2ClU8u8rAiYSB9g",3.66666666666667,30,1,"sa",5,"2019-05-10 12:57:17","2019-05-10 13:06:35",2,1,5,2,3.63888888888889
"R_1P5D2PF24CYaH8o","R_0ARmN7HshVEPZyF",3.05555555555556,38,1,"sa",6,"2019-05-09 08:04:35","2019-05-09 08:09:50",7,7,6,1,3.88888888888889
"R_1P5D2PF24CYaH8o","R_1FrMHg3b67X24IC",3.11111111111111,38,1,"sa",6,"2019-05-09 08:04:35","2019-05-09 08:09:50",7,7,6,2,2.57777777777778
"R_1P8kXksF16PCTI1","R_1dgDzdKHzm02T5R",5.38888888888889,41,1,"sa",5,"2019-05-09 08:36:35","2019-05-09 08:43:26",3,2,5,1,4.65740740740741
"R_1P8kXksF16PCTI1","R_2fjiRegEzVSgvNv",4,41,1,"sa",5,"2019-05-09 08:36:35","2019-05-09 08:43:26",3,2,5,2,5.5462962962963
"R_1PbYqV4x3Jjj9vj","R_0ARmN7HshVEPZyF",4.77777777777778,31,1,"sa",5,"2019-05-10 13:19:44","2019-05-10 13:27:22",6,5,5,1,3.60185185185185
"R_1PbYqV4x3Jjj9vj","R_1rrhhICSyqGfuk7",5.05555555555556,31,1,"sa",5,"2019-05-10 13:19:44","2019-05-10 13:27:22",6,5,5,2,4.41111111111111
"R_1PcHOffQHW13m4o","R_3lJndGc556pi4Ds",3.61111111111111,25,1,"blm",2,"2019-05-09 08:42:23","2019-05-09 08:48:10",2,2,2,1,4.47222222222222
"R_1PcHOffQHW13m4o","R_6Frzw3TqIIkSDUB",3.77777777777778,25,1,"blm",2,"2019-05-09 08:42:23","2019-05-09 08:48:10",2,2,2,2,4.25
"R_1PcqMWDlk5Vz3d3","R_27HVMKvieh3VLGw",7,35,2,"sa",5,"2019-05-09 10:37:26","2019-05-09 10:46:53",3,3,5,1,6.12222222222222
"R_1PcqMWDlk5Vz3d3","R_2rNhICeL28HibVW",6.72222222222222,35,2,"sa",5,"2019-05-09 10:37:26","2019-05-09 10:46:53",3,3,5,2,5.27777777777778
"R_1pEcoy7s7V3tkre","R_3sgoOIfAaau4Sif",4.38888888888889,28,1,"blm",5,"2019-05-10 13:03:15","2019-05-10 13:23:06",7,5,5,1,3.77777777777778
"R_1pEcoy7s7V3tkre","R_O27gPVt92KZb6Y9",4.88888888888889,28,1,"blm",5,"2019-05-10 13:03:15","2019-05-10 13:23:06",7,5,5,2,3.88888888888889
"R_1pJVedGvzUT6Yuj","R_11jxXg4G6wrBkTd",6.05555555555556,34,1,"sa",2,"2019-05-09 08:28:59","2019-05-09 08:39:10",4,2,2,1,5.64814814814815
"R_1pJVedGvzUT6Yuj","R_1pWkuXtBcI6Hsbh",6.16666666666667,34,1,"sa",2,"2019-05-09 08:28:59","2019-05-09 08:39:10",4,2,2,2,4.80555555555556
"R_1pKc3aXGpI5VNmS","R_2t5avGA6EStrFy2",6.83333333333333,36,1,"blm",2,"2019-05-09 10:07:56","2019-05-09 10:18:58",2,2,3,1,4.17592592592593
"R_1pKc3aXGpI5VNmS","R_32W0Mesq3xZiVij",4.44444444444444,36,1,"blm",2,"2019-05-09 10:07:56","2019-05-09 10:18:58",2,2,3,2,4.02222222222222
"R_1pm8qBVrr3twRU6","R_1ezwRxXIjWQ9z1G",2.83333333333333,38,1,"blm",2,"2019-05-10 16:12:57","2019-05-10 16:20:07",1,2,5,1,3.49074074074074
"R_1pm8qBVrr3twRU6","R_3JG02x9fBNsAcJb",6.5,38,1,"blm",2,"2019-05-10 16:12:57","2019-05-10 16:20:07",1,2,5,2,5.9537037037037
"R_1pMwUg21NFbMLxc","R_3Din8Xa9tnZCOtL",5.22222222222222,25,2,"sa",5,"2019-05-10 15:10:26","2019-05-10 15:16:31",3,5,5,1,4.90740740740741
"R_1pMwUg21NFbMLxc","R_blmQg5poqu5aOwp",2.77777777777778,25,2,"sa",5,"2019-05-10 15:10:26","2019-05-10 15:16:31",3,5,5,2,5.0462962962963
"R_1PSkNlI6Uflw5gp","R_ptkUoFb7xjat0OJ",5.88888888888889,65,2,"blm",6,"2019-05-09 11:01:19","2019-05-09 11:15:39",2,6,7,1,5.11111111111111
"R_1PSkNlI6Uflw5gp","R_U9Jdqm4imDdJGE1",4.83333333333333,65,2,"blm",6,"2019-05-09 11:01:19","2019-05-09 11:15:39",2,6,7,2,3.86111111111111
"R_1PTVNpGSRVZMa7a","R_2cBNOHE2ZnV1V5N",4.27777777777778,40,2,"blm",6,"2019-05-10 13:05:17","2019-05-10 13:12:53",5,6,3,1,2.97222222222222
"R_1PTVNpGSRVZMa7a","R_2ttagSawM41o6Z9",3.16666666666667,40,2,"blm",6,"2019-05-10 13:05:17","2019-05-10 13:12:53",5,6,3,2,2.72222222222222
"R_1pWMzsy69rCATMi","R_xGvskYUHYoKxwY1",5.88888888888889,61,1,"blm",6,"2019-05-10 13:03:58","2019-05-10 13:14:11",4,6,2,1,5.16666666666667
"R_1pWMzsy69rCATMi","R_xu2N4vUjbD5a3kt",1.88888888888889,61,1,"blm",6,"2019-05-10 13:03:58","2019-05-10 13:14:11",4,6,2,2,3.22222222222222
"R_1pySY5A9luYpexS","R_1DMU4XrDHJOalH5",6.5,35,1,"blm",5,"2019-05-10 14:45:29","2019-05-10 14:50:10",7,5,6,1,5.66666666666667
"R_1pySY5A9luYpexS","R_26m6scJnSUY4NLX",4.88888888888889,35,1,"blm",5,"2019-05-10 14:45:29","2019-05-10 14:50:10",7,5,6,2,3.57407407407407
"R_1pYv3PVLsIUwO9n","R_2tDm4FlieLp58fu",3.38888888888889,37,1,"sa",5,"2019-05-09 10:51:36","2019-05-09 10:58:58",1,1,5,1,4.07777777777778
"R_1pYv3PVLsIUwO9n","R_3HRjcgxM9yAJooa",5.16666666666667,37,1,"sa",5,"2019-05-09 10:51:36","2019-05-09 10:58:58",1,1,5,2,5.1
"R_1q1IacIxjLaSU0Y","R_1ezwRxXIjWQ9z1G",3.44444444444444,33,1,"blm",1,"2019-05-09 08:38:49","2019-05-09 08:45:07",2,1,2,1,3.38888888888889
"R_1q1IacIxjLaSU0Y","R_PCobUdQmpQesmlP",1.94444444444444,33,1,"blm",1,"2019-05-09 08:38:49","2019-05-09 08:45:07",2,1,2,2,2.82222222222222
"R_1Q3HRHVGml2pnIE","R_2aegWSzZ3jUzMX2",5.66666666666667,34,1,"blm",1,"2019-05-09 09:59:35","2019-05-09 10:06:02",2,1,7,1,5.43333333333333
"R_1Q3HRHVGml2pnIE","R_NUsDqA1BDpfUsnf",4.77777777777778,34,1,"blm",1,"2019-05-09 09:59:35","2019-05-09 10:06:02",2,1,7,2,4.05555555555556
"R_1q4FifbBFNDglXK","R_1kZ9XHdE6BECPng",3.11111111111111,51,2,"sa",5,"2019-05-10 14:35:36","2019-05-10 14:41:12",4,6,5,1,5.11111111111111
"R_1q4FifbBFNDglXK","R_2fe9vO0CicuOaub",3.83333333333333,51,2,"sa",5,"2019-05-10 14:35:36","2019-05-10 14:41:12",4,6,5,2,3.96296296296296
"R_1Qbi7C6NizXIz8W","R_2vbTxlu582hvDMz",6.11111111111111,51,2,"sa",6,"2019-05-09 08:10:26","2019-05-09 08:17:05",1,1,6,1,3.7
"R_1Qbi7C6NizXIz8W","R_3PzQiu471Z4Z3jc",6.22222222222222,51,2,"sa",6,"2019-05-09 08:10:26","2019-05-09 08:17:05",1,1,6,2,4.76851851851852
"R_1QDQAeoTgADgiWo","R_2xzxFmDjs356ams",4.72222222222222,20,2,"blm",3,"2019-05-10 18:01:49","2019-05-10 18:10:29",3,3,6,1,4.56060606060606
"R_1QDQAeoTgADgiWo","R_x9Jp8lS4YxiWgNj",4.22222222222222,20,2,"blm",3,"2019-05-10 18:01:49","2019-05-10 18:10:29",3,3,6,2,4.29444444444444
"R_1QDxHS6SgLbx9Gr","R_1IGfbalppHIdtPo",5.72222222222222,41,2,"sa",3,"2019-05-09 08:26:50","2019-05-09 08:43:17",3,1,3,1,5.16666666666667
